class,path,name,rank,cves
exploits,exploits/multi/http/phpmyadmin_3522_backdoor,"phpMyAdmin 3.5.2.2 server_sync.php Backdoor",normal,
exploits,exploits/multi/http/wp_ninja_forms_unauthenticated_file_upload,"WordPress Ninja Forms Unauthenticated File Upload",excellent,
exploits,exploits/multi/http/microfocus_ucmdb_unauth_deser,"Micro Focus UCMDB Java Deserialization Unauthenticated Remote Code Execution",excellent,
exploits,exploits/multi/http/phpfilemanager_rce,"phpFileManager 0.9.8 Remote Code Execution",excellent,
exploits,exploits/multi/http/sonicwall_scrutinizer_methoddetail_sqli,"Dell SonicWALL Scrutinizer 11.01 methodDetail SQL Injection",excellent,
exploits,exploits/multi/http/roundcube_auth_rce_cve_2025_49113,"Roundcube Post-Auth RCE via PHP Object Deserialization",excellent,
exploits,exploits/multi/http/rudder_server_sqli_rce,"Rudder Server SQLI Remote Code Execution",excellent,CVE-2023-30625
exploits,exploits/multi/http/wp_crop_rce,"WordPress Crop-image Shell Upload",excellent,
exploits,exploits/multi/http/x7chat2_php_exec,"X7 Chat 2.0.5 lib/message.php preg_replace() PHP Code Execution",excellent,
exploits,exploits/multi/http/cleo_rce_cve_2024_55956,"Cleo LexiCom, VLTrader, and Harmony Unauthenticated Remote Code Execution",excellent,CVE-2024-50623;CVE-2024-55956
exploits,exploits/multi/http/manageengine_auth_upload,"ManageEngine Multiple Products Authenticated File Upload",excellent,
exploits,exploits/multi/http/flowise_js_rce,"Flowise JS Injection RCE",excellent,
exploits,exploits/multi/http/plone_popen2,"Plone and Zope XMLTools Remote Command Execution",excellent,
exploits,exploits/multi/http/manage_engine_dc_pmp_sqli,"ManageEngine Desktop Central / Password Manager LinkViewFetchServlet.dat SQL Injection",excellent,
exploits,exploits/multi/http/moodle_spelling_binary_rce,"Moodle Authenticated Spelling Binary RCE",excellent,CVE-2021-21809
exploits,exploits/multi/http/jboss_seam_upload_exec,"JBoss Seam 2 File Upload and Execute",normal,CVE-2010-1871
exploits,exploits/multi/http/mirth_connect_cve_2023_43208,"Mirth Connect Deserialization RCE",excellent,CVE-2023-37679;CVE-2023-43208
exploits,exploits/multi/http/vbulletin_getindexablecontent,"vBulletin /ajax/api/content_infraction/getIndexableContent nodeid Parameter SQL Injection",manual,
exploits,exploits/multi/http/openmrs_deserialization,"OpenMRS Java Deserialization RCE",normal,CVE-2018-19276
exploits,exploits/multi/http/struts_code_exec_exception_delegator,"Apache Struts Remote Command Execution",excellent,
exploits,exploits/multi/http/manageengine_sd_uploader,"ManageEngine ServiceDesk Plus Arbitrary File Upload",excellent,
exploits,exploits/multi/http/wp_time_capsule_file_upload_rce,"WordPress WP Time Capsule Arbitrary File Upload to RCE",excellent,CVE-2024-8856
exploits,exploits/multi/http/mantisbt_php_exec,"MantisBT XmlImportExport Plugin PHP Code Injection Vulnerability",great,
exploits,exploits/multi/http/zenworks_configuration_management_upload,"Novell ZENworks Configuration Management Arbitrary File Upload",excellent,
exploits,exploits/multi/http/sun_jsws_dav_options,"Sun Java System Web Server WebDAV OPTIONS Buffer Overflow",great,
exploits,exploits/multi/http/drupal_drupageddon,"Drupal HTTP Parameter Key/Value SQL Injection",excellent,CVE-2014-3704
exploits,exploits/multi/http/solarwinds_store_manager_auth_filter,"SolarWinds Storage Manager Authentication Bypass",excellent,
exploits,exploits/multi/http/oracle_weblogic_wsat_deserialization_rce,"Oracle WebLogic wls-wsat Component Deserialization RCE",excellent,CVE-2017-10271
exploits,exploits/multi/http/webnms_file_upload,"WebNMS Framework Server Arbitrary File Upload",excellent,
exploits,exploits/multi/http/caidao_php_backdoor_exec,"China Chopper Caidao PHP Backdoor Code Execution",excellent,
exploits,exploits/multi/http/rails_xml_yaml_code_exec,"Ruby on Rails XML Processor YAML Deserialization Code Execution",excellent,CVE-2013-0156
exploits,exploits/multi/http/pgadmin_query_tool_authenticated,"pgAdmin Query Tool authenticated RCE (CVE-2025-2945)",excellent,CVE-2025-2945
exploits,exploits/multi/http/coldfusion_ckeditor_file_upload,"Adobe ColdFusion CKEditor unrestricted file upload",excellent,
exploits,exploits/multi/http/wp_responsive_thumbnail_slider_upload,"wp_responsive_thumbnail_slider_upload",excellent,
exploits,exploits/multi/http/vbulletin_widget_template_rce,"vBulletin 5.x /ajax/render/widget_tabbedcontainer_tab_panel PHP remote code execution.",excellent,CVE-2019-16759
exploits,exploits/multi/http/sonicwall_gms_upload,"SonicWALL GMS 6 Arbitrary File Upload",excellent,
exploits,exploits/multi/http/wp_plugin_fma_shortcode_unauth_rce,"Wordpress File Manager Advanced Shortcode 2.3.2 - Unauthenticated Remote Code Execution through shortcode",excellent,CVE-2023-2068
exploits,exploits/multi/http/git_lfs_clone_command_exec,"Git LFS Clone Command Exec",excellent,
exploits,exploits/multi/http/phpmyadmin_preg_replace,"phpMyAdmin Authenticated Remote Code Execution via preg_replace()",excellent,
exploits,exploits/multi/http/oscommerce_installer_unauth_code_exec,"osCommerce Installer Unauthenticated Code Execution",excellent,
exploits,exploits/multi/http/mobilecartly_upload_exec,"MobileCartly 1.0 Arbitrary File Creation Vulnerability",excellent,
exploits,exploits/multi/http/gitea_git_fetch_rce,"Gitea Git Fetch Remote Code Execution",excellent,
exploits,exploits/multi/http/apache_normalize_path_rce,"Apache 2.4.49/2.4.50 Traversal RCE",excellent,CVE-2021-41773;CVE-2021-42013
exploits,exploits/multi/http/sysaid_rdslogs_file_upload,"sysaid_rdslogs_file_upload",excellent,
exploits,exploits/multi/http/struts_code_exec,"Apache Struts Remote Command Execution",good,
exploits,exploits/multi/http/wp_ait_csv_rce,"WordPress AIT CSV Import Export Unauthenticated Remote Code Execution",excellent,
exploits,exploits/multi/http/solr_velocity_rce,"Apache Solr Remote Code Execution via Velocity Template",excellent,
exploits,exploits/multi/http/nostromo_code_exec,"Nostromo Directory Traversal Remote Command Execution",good,CVE-2019-16278
exploits,exploits/multi/http/open_web_analytics_rce,"Open Web Analytics 1.7.3 - Remote Code Execution (RCE)",excellent,
exploits,exploits/multi/http/gitorious_graph,"Gitorious Arbitrary Command Execution",excellent,
exploits,exploits/multi/http/cve_2023_38836_boidcms,"BoidCMS Command Injection",excellent,CVE-2023-38836
exploits,exploits/multi/http/familycms_less_exec,"Family Connections less.php Remote Command Execution",excellent,
exploits,exploits/multi/http/tomcat_mgr_upload,"Apache Tomcat Manager Authenticated Upload Code Execution",excellent,
exploits,exploits/multi/http/lcms_php_exec,"LotusCMS 3.0 eval() Remote Command Execution",excellent,
exploits,exploits/multi/http/cups_bash_env_exec,"CUPS Filter Bash Environment Variable Code Injection (Shellshock)",excellent,CVE-2014-6271;CVE-2014-6278
exploits,exploits/multi/http/apache_activemq_upload_jsp,"ActiveMQ web shell upload",excellent,CVE-2016-3088
exploits,exploits/multi/http/sonicwall_shell_injection_cve_2023_34124,"Sonicwall",excellent,CVE-2023-34124;CVE-2023-34132;CVE-2023-34133
exploits,exploits/multi/http/cve_2021_35464_forgerock_openam,"ForgeRock / OpenAM Jato Java Deserialization",excellent,CVE-2021-35464
exploits,exploits/multi/http/wp_litespeed_cookie_theft,"Wordpress LiteSpeed Cache plugin cookie theft",excellent,
exploits,exploits/multi/http/orientdb_exec,"OrientDB 2.2.x Remote Code Execution",good,
exploits,exploits/multi/http/flowise_auth_rce_cve_2026_41264,"Flowise CSV Agent Prompt Injection RCE",excellent,CVE-2026-41264
exploits,exploits/multi/http/xerte_authenticated_rce_uploadimage,"Xerte Online Toolkits Arbitrary File Upload - Upload Image",excellent,
exploits,exploits/multi/http/playsms_template_injection,"PlaySMS index.php Unauthenticated Template Injection Code Execution",excellent,CVE-2020-8644
exploits,exploits/multi/http/novell_servicedesk_rce,"Novell ServiceDesk Authenticated File Upload",excellent,
exploits,exploits/multi/http/torchserver_cve_2023_43654,"PyTorch Model Server Registration and Deserialization RCE",excellent,CVE-2022-1471;CVE-2023-43654
exploits,exploits/multi/http/avideo_wwbnindex_unauth_rce,"AVideo WWBNIndex Plugin Unauthenticated RCE",excellent,CVE-2024-31819
exploits,exploits/multi/http/october_upload_bypass_exec,"October CMS Upload Protection Bypass Code Execution",excellent,
exploits,exploits/multi/http/gestioip_exec,"GestioIP Remote Command Execution",excellent,
exploits,exploits/multi/http/apache_activemq_jolokia_rce,"Apache ActiveMQ RCE via Jolokia addNetworkConnector",excellent,CVE-2026-34197
exploits,exploits/multi/http/ivanti_epmm_rce_cve_2025_4427_4428,"Ivanti EPMM Authentication Bypass for Expression Language Remote Code Execution",excellent,CVE-2025-4427;CVE-2025-4428
exploits,exploits/multi/http/qdpm_upload_exec,"qdPM v7 Arbitrary PHP File Upload Vulnerability",excellent,
exploits,exploits/multi/http/dompdf_rce_cve_2022_28368,"Dompdf RCE via Malicious Font Caching (CVE-2022-28368)",excellent,CVE-2022-28368
exploits,exploits/multi/http/rocket_servergraph_file_requestor_rce,"Rocket Servergraph Admin Center fileRequestor Remote Code Execution",great,
exploits,exploits/multi/http/bassmaster_js_injection,"Bassmaster Batch Arbitrary JavaScript Injection Remote Code Execution",excellent,
exploits,exploits/multi/http/horde_form_file_upload,"Horde Form File Upload Vulnerability",excellent,
exploits,exploits/multi/http/hp_sitescope_issuesiebelcmd,"HP SiteScope issueSiebelCmd Remote Code Execution",great,
exploits,exploits/multi/http/vbseo_proc_deutf,"vBSEO proc_deutf() Remote PHP Code Injection",excellent,
exploits,exploits/multi/http/phpmailer_arg_injection,"PHPMailer Sendmail Argument Injection",manual,CVE-2016-10033
exploits,exploits/multi/http/spree_search_exec,"Spreecommerce 0.60.1 Arbitrary Command Execution",excellent,
exploits,exploits/multi/http/netwin_surgeftp_exec,"Netwin SurgeFTP Remote Command Execution",good,
exploits,exploits/multi/http/wp_king_addons_privilege_escalation,"WordPress King Addons for Elementor Unauthenticated Privilege Escalation to RCE",excellent,
exploits,exploits/multi/http/dexter_casinoloader_exec,"dexter_casinoloader_exec",excellent,
exploits,exploits/multi/http/atlassian_confluence_namespace_ognl_injection,"Atlassian Confluence Namespace OGNL Injection",excellent,CVE-2022-26134
exploits,exploits/multi/http/fortra_goanywhere_rce_cve_2023_0669,"Fortra GoAnywhere MFT Unsafe Deserialization RCE",excellent,CVE-2023-0669
exploits,exploits/multi/http/horizontcms_upload_exec,"HorizontCMS Arbitrary PHP File Upload",excellent,
exploits,exploits/multi/http/webdav_upload_php,"WebDAV PHP Upload",excellent,
exploits,exploits/multi/http/struts2_namespace_ognl,"Apache Struts 2 Namespace Redirect OGNL Injection",excellent,CVE-2018-11776
exploits,exploits/multi/http/wp_file_manager_rce,"WordPress File Manager Unauthenticated Remote Code Execution",normal,CVE-2020-25213
exploits,exploits/multi/http/splunk_mappy_exec,"Splunk Search Remote Code Execution",excellent,
exploits,exploits/multi/http/splunk_auth_rce_cve_2022_43571,"Authenticated RCE in Splunk (SimpleXML dashboard PDF generation)",excellent,
exploits,exploits/multi/http/hyperic_hq_script_console,"VMware Hyperic HQ Groovy Script-Console Java Execution",excellent,
exploits,exploits/multi/http/splunk_privilege_escalation_cve_2023_32707,"Splunk 'edit_user' Capability Privilege Escalation",excellent,CVE-2023-32707
exploits,exploits/multi/http/apprain_upload_exec,"apprain_upload_exec",excellent,
exploits,exploits/multi/http/jenkins_xstream_deserialize,"Jenkins XStream Groovy classpath Deserialization Vulnerability",excellent,CVE-2016-0792
exploits,exploits/multi/http/cockpit_cms_rce,"Cockpit CMS NoSQLi to RCE",normal,CVE-2020-35846;CVE-2020-35847
exploits,exploits/multi/http/atlassian_confluence_webwork_ognl_injection,"Atlassian Confluence WebWork OGNL Injection",excellent,CVE-2021-26084
exploits,exploits/multi/http/weblogic_admin_handle_rce,"Oracle WebLogic Server Administration Console Handle RCE",excellent,CVE-2020-14882
exploits,exploits/multi/http/wp_plugin_supsystic_contact_form_rce,"Supsystic Contact Form Wordpress Plugin SSTI RCE",excellent,CVE-2026-4257
exploits,exploits/multi/http/atutor_sqli,"ATutor 2.2.1 SQL Injection / Remote Code Execution",excellent,
exploits,exploits/multi/http/react2shell_unauth_rce_cve_2025_55182,"Unauthenticated RCE in React Server Components (React2Shell)",excellent,
exploits,exploits/multi/http/spip_porte_plume_previsu_rce,"SPIP Unauthenticated RCE via porte_plume Plugin",excellent,
exploits,exploits/multi/http/processmaker_plugin_upload,"ProcessMaker Plugin Upload",excellent,
exploits,exploits/multi/http/wp_suretriggers_auth_bypass,"WordPress SureTriggers (aka OttoKit) Combined Auth Bypass (CVE-2025-3102, CVE-2025-27007)",excellent,CVE-2025-27007;CVE-2025-3102
exploits,exploits/multi/http/monsta_ftp_downloadfile_rce,"Monsta FTP downloadFile Remote Code Execution",excellent,CVE-2025-34299
exploits,exploits/multi/http/tomcat_jsp_upload_bypass,"Tomcat RCE via JSP Upload Bypass",excellent,
exploits,exploits/multi/http/jboss_invoke_deploy,"JBoss DeploymentFileRepository WAR Deployment (via JMXInvokerServlet)",excellent,
exploits,exploits/multi/http/xwiki_unauth_rce_cve_2025_24893,"Remote Code Execution Vulnerability in XWiki Platform (CVE-2025-24893)",excellent,CVE-2025-24893
exploits,exploits/multi/http/trendmicro_threat_discovery_admin_sys_time_cmdi,"Trend Micro Threat Discovery Appliance admin_sys_time.cgi Remote Command Execution",excellent,CVE-2016-7547;CVE-2016-7552
exploits,exploits/multi/http/invision_customcss_rce,"Invision Community 5.0.6 customCss RCE",excellent,
exploits,exploits/multi/http/eaton_nsm_code_exec,"Network Shutdown Module (sort_values) Remote PHP Code Injection",excellent,
exploits,exploits/multi/http/wingftp_null_byte_rce,"Wing FTP Server NULL-byte Authentication Bypass (CVE-2025-47812)",excellent,CVE-2025-47812
exploits,exploits/multi/http/pandora_upload_exec,"pandora_upload_exec",excellent,
exploits,exploits/multi/http/wp_user_registration_membership_escalation,"WP User Registration and Membership Unauthenticated Privilege Escalation (CVE-2025-2563)",excellent,CVE-2025-2563
exploits,exploits/multi/http/cmsms_file_manager_auth_rce,"CmsMadeSimple Authenticated File Manager RCE",excellent,
exploits,exploits/multi/http/atlassian_confluence_rce_cve_2024_21683,"Atlassian Confluence Administrator Code Macro Remote Code Execution",excellent,CVE-2024-21683
exploits,exploits/multi/http/struts2_content_type_ognl,"Apache Struts Jakarta Multipart Parser OGNL Injection",excellent,
exploits,exploits/multi/http/cmsms_showtime2_rce,"cmsms_showtime2_rce",normal,
exploits,exploits/multi/http/wikka_spam_exec,"wikka_spam_exec",excellent,
exploits,exploits/multi/http/primefaces_weak_encryption_rce,"Primefaces Remote Code Execution Exploit",excellent,CVE-2017-1000486
exploits,exploits/multi/http/adobe_coldfusion_rce_cve_2023_26360,"Adobe ColdFusion Unauthenticated Remote Code Execution",excellent,CVE-2023-26360
exploits,exploits/multi/http/web_check_screenshot_rce,"Web-Check Screenshot API Command Injection RCE",excellent,
exploits,exploits/multi/http/churchcrm_db_restore_rce,"ChurchCRM Database Restore RCE 6.2.0",normal,
exploits,exploits/multi/http/langflow_rce_cve_2026_27966,"Langflow RCE",excellent,CVE-2026-27966
exploits,exploits/multi/http/wp_popular_posts_rce,"Wordpress Popular Posts Authenticated RCE",normal,
exploits,exploits/multi/http/hp_sys_mgmt_exec,"HP System Management Homepage JustGetSNMPQueue Command Injection",excellent,
exploits,exploits/multi/http/pentaho_business_server_authbypass_and_ssti,"Pentaho Business Server Auth Bypass and Server Side Template Injection RCE",excellent,CVE-2022-43769;CVE-2022-43939
exploits,exploits/multi/http/cmsms_upload_rename_rce,"CMS Made Simple Authenticated RCE via File Upload/Copy",excellent,
exploits,exploits/multi/http/majordomo_supply_chain_rce,"MajorDoMo Supply Chain RCE via Update Poisoning",excellent,
exploits,exploits/multi/http/wp_royal_elementor_addons_rce,"WordPress Royal Elementor Addons RCE",excellent,CVE-2023-5360
exploits,exploits/multi/http/spring_cloud_function_spel_injection,"Spring Cloud Function SpEL Injection",excellent,CVE-2022-22963
exploits,exploits/multi/http/avideo_notify_ffmpeg_unauth_rce,"AVideo notify.ffmpeg.json.php Unauthenticated RCE via Salt Discovery",excellent,
